docket_no,sex,race
MC-51-CR-0015197-2020,Female,White
MC-51-CR-0010337-2020,Male,Black
MC-51-CR-0002563-2020,Male,White
MC-51-CR-0019089-2020,Female,Black
MC-51-CR-0008983-2020,Male,Black
MC-51-CR-0018026-2020,Male,Black
MC-51-CR-0016259-2020,Male,Black
MC-51-CR-0011398-2020,Male,White
MC-51-CR-0020435-2020,Male,Black
MC-51-CR-0022754-2020,Female,Black
MC-51-CR-0008513-2020,Male,White
MC-51-CR-0014138-2020,Male,Black
MC-51-CR-0022532-2020,Male,White
MC-51-CR-0008775-2020,Male,Black
MC-51-CR-0020653-2020,Male,Black
MC-51-CR-0018240-2020,Female,Black
MC-51-CR-0012057-2020,Male,White
MC-51-CR-0005833-2020,Male,Black
MC-51-CR-0015196-2020,Male,Black
MC-51-CR-0002562-2020,Female,Black
MC-51-CR-0019088-2020,Male,White
MC-51-CR-0010336-2020,Female,Black
MC-51-CR-0017091-2020,Male,Black
MC-51-CR-0010150-2020,Male,Black
MC-51-CR-0007934-2020,Male,White
MC-51-CR-0002704-2020,Male,White
MC-51-CR-0000465-2020,Female,Black
MC-51-CR-0012231-2020,Female,Black
MC-51-CR-0010276-2020,Male,Black
MC-51-CR-0002422-2020,Male,Black
MC-51-CR-0007682-2020,Male,Black
MC-51-CR-0012117-2020,Female,Black
MC-51-CR-0005973-2020,Male,White
MC-51-CR-0012371-2020,Male,Black
MC-51-CR-0000525-2020,Male,Black
MC-51-CR-0002644-2020,Male,Black
MC-51-CR-0005785-2020,Male,Black
MC-51-CR-0010010-2020,Male,Black
MC-51-CR-0007874-2020,Male,Black
MC-51-CR-0022614-2020,Male,Black
MC-51-CR-0008453-2020,Female,White
MC-51-CR-0014078-2020,Male,Black
MC-51-CR-0016319-2020,Male,White
MC-51-CR-0020575-2020,Male,White
MC-51-CR-0018166-2020,Male,Black
MC-51-CR-0018300-2020,Male,Black
MC-51-CR-0020713-2020,Male,Black
MC-51-CR-0022472-2020,Male,Black
MC-51-CR-0008635-2020,Male,White
MC-51-CR-0000524-2020,Male,Black
MC-51-CR-0012370-2020,Male,Black
MC-51-CR-0010011-2020,Male,Black
MC-51-CR-0007875-2020,Male,Black
MC-51-CR-0002645-2020,Male,Black
MC-51-CR-0005784-2020,Male,Black
MC-51-CR-0002423-2020,Male,White
MC-51-CR-0010277-2020,Male,Black
MC-51-CR-0012116-2020,Female,Black
MC-51-CR-0005972-2020,Male,Black
MC-51-CR-0007683-2020,Male,Black
MC-51-CR-0000742-2020,Male,Black
MC-51-CR-0020712-2020,Male,Black
MC-51-CR-0018301-2020,Male,Black
MC-51-CR-0022473-2020,Male,Black
MC-51-CR-0008634-2020,Male,Black
MC-51-CR-0022615-2020,Male,Black
MC-51-CR-0008452-2020,Female,Black
MC-51-CR-0014079-2020,Male,Black
MC-51-CR-0018167-2020,Male,White
MC-51-CR-0016318-2020,Male,White
MC-51-CR-0020574-2020,Male,Black
MC-51-CR-0009255-2020,Female,Black
MC-51-CR-0019760-2020,Male,Black
MC-51-CR-0021373-2020,Male,Black
MC-51-CR-0021115-2020,Male,Black
MC-51-CR-0017779-2020,Male,White
MC-51-CR-0012949-2020,Male,Black
MC-51-CR-0019506-2020,Male,Black
MC-51-CR-0015888-2020,Male,Black
MC-51-CR-0015418-2020,Male,White
MC-51-CR-0009033-2020,Male,White
MC-51-CR-0019996-2020,Male,White
MC-51-CR-0003224-2020,Male,White
MC-51-CR-0011470-2020,Male,Black
MC-51-CR-0013711-2020,Male,White
MC-51-CR-0016921-2020,Male,White
MC-51-CR-0006084-2020,Male,Black
MC-51-CR-0001323-2020,Male,Black
MC-51-CR-0018938-2020,Male,Black
MC-51-CR-0013577-2020,Male,Black
MC-51-CR-0011616-2020,Female,White
MC-51-CR-0004183-2020,Male,Black
MC-51-CR-0014826-2020,Male,Black
MC-51-CR-0003042-2020,Female,White
MC-51-CR-0012948-2020,Male,Black
MC-51-CR-0019507-2020,Male,Black
MC-51-CR-0015889-2020,Male,Black
MC-51-CR-0021114-2020,Male,Black
MC-51-CR-0017778-2020,Male,White
MC-51-CR-0015419-2020,Male,Black
MC-51-CR-0009032-2020,Male,Black
MC-51-CR-0019997-2020,Male,White
MC-51-CR-0009254-2020,Female,Black
MC-51-CR-0021372-2020,Male,Black
MC-51-CR-0019761-2020,Male,Black
MC-51-CR-0018939-2020,Male,Black
MC-51-CR-0013576-2020,Female,Black
MC-51-CR-0001322-2020,Male,Black
MC-51-CR-0004182-2020,Male,Asian/Pacific Islander
MC-51-CR-0014827-2020,Male,White
MC-51-CR-0003043-2020,Male,Black
MC-51-CR-0011471-2020,Male,Black
MC-51-CR-0003225-2020,Female,White
MC-51-CR-0016920-2020,Male,White
MC-51-CR-0001144-2020,Male,White
MC-51-CR-0006085-2020,Male,Black
MC-51-CR-0013710-2020,Male,White
MC-51-CR-0021441-2020,Male,Black
MC-51-CR-0005479-2020,Female,White
MC-51-CR-0019052-2020,Male,Black
MC-51-CR-0007718-2020,Male,Black
MC-51-CR-0002928-2020,Male,Asian/Pacific Islander
MC-51-CR-0009567-2020,Male,Black
MC-51-CR-0009701-2020,Male,Black
MC-51-CR-0019234-2020,Male,Black
MC-51-CR-0021627-2020,Male,Black
MC-51-CR-0013023-2020,Female,White
MC-51-CR-0003986-2020,Male,White
MC-51-CR-0016283-2020,Male,Black
MC-51-CR-0008959-2020,Female,Black
MC-51-CR-0003516-2020,Male,Black
MC-51-CR-0003770-2020,Male,Black
MC-51-CR-0001881-2020,Male,Black
MC-51-CR-0006940-2020,Male,Black
MC-51-CR-0020689-2020,Male,Black
MC-51-CR-0011124-2020,Male,Black
MC-51-CR-0013245-2020,Male,Black
MC-51-CR-0014384-2020,Male,Black
MC-51-CR-0001411-2020,Male,Black
MC-51-CR-0009700-2020,Male,Black
MC-51-CR-0021626-2020,Male,Black
MC-51-CR-0019235-2020,Male,Black
MC-51-CR-0005478-2020,Female,Black
MC-51-CR-0019053-2020,Male,Black
MC-51-CR-0021440-2020,Male,Black
MC-51-CR-0002929-2020,Male,Black
MC-51-CR-0009566-2020,Male,Black
MC-51-CR-0007719-2020,Male,Black
MC-51-CR-0001880-2020,Male,White
MC-51-CR-0006941-2020,Male,White
MC-51-CR-0011125-2020,Male,Black
MC-51-CR-0020688-2020,Male,Black
MC-51-CR-0001410-2020,Male,White
MC-51-CR-0013244-2020,Male,Black
MC-51-CR-0014385-2020,Male,White
MC-51-CR-0004846-2020,Male,Black
MC-51-CR-0013022-2020,Male,White
MC-51-CR-0008958-2020,Male,Black
MC-51-CR-0003517-2020,Male,White
MC-51-CR-0016282-2020,Male,Black
MC-51-CR-0011343-2020,Female,Black
MC-51-CR-0017815-2020,Male,White
MC-51-CR-0002310-2020,Male,Black
MC-51-CR-0010544-2020,Male,Black
MC-51-CR-0017485-2020,Male,Black
MC-51-CR-0010722-2020,Male,Black
MC-51-CR-0015912-2020,Male,White
MC-51-CR-0000217-2020,Male,Black
MC-51-CR-0015582-2020,Male,White
MC-51-CR-0012443-2020,Male,Black
MC-51-CR-0018654-2020,Male,Black
MC-51-CR-0020247-2020,Female,Black
MC-51-CR-0008361-2020,Male,Black
MC-51-CR-0022126-2020,Male,Black
MC-51-CR-0006378-2020,Male,Black
MC-51-CR-0008107-2020,Female,White
MC-51-CR-0022340-2020,Male,Black
MC-51-CR-0020021-2020,Male,Black
MC-51-CR-0018432-2020,Male,Black
MC-51-CR-0002177-2020,Male,Black
MC-51-CR-0015913-2020,Male,White
MC-51-CR-0010723-2020,Male,White
MC-51-CR-0015583-2020,Male,Black
MC-51-CR-0012442-2020,Male,Black
MC-51-CR-0000216-2020,Male,Asian/Pacific Islander
MC-51-CR-0017814-2020,Male,White
MC-51-CR-0012624-2020,Male,White
MC-51-CR-0010545-2020,Male,Black
MC-51-CR-0017484-2020,Male,Black
MC-51-CR-0008106-2020,Female,White
MC-51-CR-0022341-2020,Male,White
MC-51-CR-0006379-2020,Female,Black
MC-51-CR-0018433-2020,Male,Black
MC-51-CR-0004018-2020,Male,White
MC-51-CR-0020020-2020,Male,Black
MC-51-CR-0020246-2020,Male,Black
MC-51-CR-0018655-2020,Male,Black
MC-51-CR-0008360-2020,Male,Black
MC-51-CR-0022127-2020,Male,Black
MC-51-CR-0021843-2020,Male,Black
MC-51-CR-0009965-2020,Male,Black
MC-51-CR-0010118-2020,Male,Black
MC-51-CR-0012279-2020,Male,White
MC-51-CR-0009793-2020,Male,Black
MC-51-CR-0016211-2020,Male,Black
MC-51-CR-0003584-2020,Male,Black
MC-51-CR-0004445-2020,Male,Black
MC-51-CR-0006724-2020,Male,Black
MC-51-CR-0014170-2020,Female,Black
MC-51-CR-0014316-2020,Male,White
MC-51-CR-0006542-2020,Male,Black
MC-51-CR-0001483-2020,Male,Black
MC-51-CR-0018208-2020,Male,Black
MC-51-CR-0004623-2020,Male,Black
MC-51-CR-0016077-2020,Male,White
MC-51-CR-0010119-2020,Male,Black
MC-51-CR-0012278-2020,Male,Asian/Pacific Islander
MC-51-CR-0009792-2020,Male,Black
MC-51-CR-0021842-2020,Male,Black
MC-51-CR-0006543-2020,Female,Black
MC-51-CR-0014317-2020,Male,White
MC-51-CR-0016076-2020,Male,White
MC-51-CR-0001812-2020,Male,White
MC-51-CR-0018209-2020,Male,Black
MC-51-CR-0004622-2020,Male,White
MC-51-CR-0003585-2020,Male,White
MC-51-CR-0004444-2020,Male,Black
MC-51-CR-0016210-2020,Male,Black
MC-51-CR-0014171-2020,Female,Black
MC-51-CR-0003915-2020,Male,Black
MC-51-CR-0006725-2020,Male,Black
MC-51-CR-0019668-2020,Female,White
MC-51-CR-0017417-2020,Male,Black
MC-51-CR-0015776-2020,Male,Black
MC-51-CR-0017887-2020,Male,Black
MC-51-CR-0010946-2020,Female,Black
MC-51-CR-0007122-2020,Male,Black
MC-51-CR-0000285-2020,Male,Black
MC-51-CR-0007344-2020,Male,Black
MC-51-CR-0015510-2020,Male,Black
MC-51-CR-0017671-2020,Male,White
MC-51-CR-0012841-2020,Male,Black
MC-51-CR-0005025-2020,Male,White
MC-51-CR-0015980-2020,Male,White
MC-51-CR-0013619-2020,Male,Black
MC-51-CR-0016829-2020,Male,Black
MC-51-CR-0011578-2020,Male,Black
MC-51-CR-0008195-2020,Male,Black
MC-51-CR-0018830-2020,Female,Black
MC-51-CR-0015511-2020,Male,Black
MC-51-CR-0000284-2020,Male,White
MC-51-CR-0007345-2020,Male,White
MC-51-CR-0012840-2020,Female,Black
MC-51-CR-0005024-2020,Male,Black
MC-51-CR-0015981-2020,Male,Black
MC-51-CR-0017670-2020,Female,White
MC-51-CR-0017416-2020,Male,White
MC-51-CR-0005242-2020,Male,Black
MC-51-CR-0019669-2020,Female,White
MC-51-CR-0017886-2020,Male,Black
MC-51-CR-0010947-2020,Male,Black
MC-51-CR-0015777-2020,Male,Black
MC-51-CR-0008194-2020,Male,Black
MC-51-CR-0018831-2020,Male,Black
MC-51-CR-0016828-2020,Male,Black
MC-51-CR-0013618-2020,Male,Black
MC-51-CR-0011579-2020,Male,Black
MC-51-CR-0007610-2020,Female,White
MC-51-CR-0012185-2020,Female,White
MC-51-CR-0002820-2020,Male,Black
MC-51-CR-0015044-2020,Male,White
MC-51-CR-0017325-2020,Male,White
MC-51-CR-0021549-2020,Male,Black
MC-51-CR-0005571-2020,Female,Black
MC-51-CR-0005717-2020,Male,Black
MC-51-CR-0000927-2020,Male,White
MC-51-CR-0017143-2020,Male,White
MC-51-CR-0010082-2020,Male,White
MC-51-CR-0015222-2020,Male,Black
MC-51-CR-0009609-2020,Male,Black
MC-51-CR-0007476-2020,Male,Black
MC-51-CR-0008851-2020,Male,White
MC-51-CR-0020977-2020,Male,Black
MC-51-CR-0022686-2020,Male,Black
MC-51-CR-0003678-2020,Male,Native American/Alaskan Native
MC-51-CR-0018392-2020,Male,Black
MC-51-CR-0022870-2020,Male,Black
MC-51-CR-0001989-2020,Male,Black
MC-51-CR-0020781-2020,Male,Black
MC-51-CR-0006848-2020,Male,White
MC-51-CR-0017142-2020,Male,Black
MC-51-CR-0010083-2020,Female,White
MC-51-CR-0005716-2020,Male,Black
MC-51-CR-0007477-2020,Male,Black
MC-51-CR-0015223-2020,Male,Black
MC-51-CR-0009608-2020,Male,Black
MC-51-CR-0012184-2020,Male,Black
MC-51-CR-0002821-2020,Male,Black
MC-51-CR-0015045-2020,Male,Black
MC-51-CR-0007611-2020,Female,White
MC-51-CR-0017324-2020,Male,White
MC-51-CR-0021548-2020,Male,White
MC-51-CR-0001988-2020,Male,White
MC-51-CR-0020780-2020,Male,Black
MC-51-CR-0003679-2020,Male,Black
MC-51-CR-0022871-2020,Male,Black
MC-51-CR-0018393-2020,Male,Black
MC-51-CR-0008850-2020,Male,White
MC-51-CR-0022687-2020,Male,Black
MC-51-CR-0020976-2020,Female,Black
MC-51-CR-0000179-2020,Male,Black
MC-51-CR-0019904-2020,Male,White
MC-51-CR-0021187-2020,Male,Black
MC-51-CR-0019594-2020,Male,Black
MC-51-CR-0008269-2020,Male,Black
MC-51-CR-0014642-2020,Male,Black
MC-51-CR-0013783-2020,Male,White
MC-51-CR-0006016-2020,Male,Black
MC-51-CR-0011872-2020,Male,Black
MC-51-CR-0004377-2020,Female,Black
MC-51-CR-0016523-2020,Male,White
MC-51-CR-0020129-2020,Male,White
MC-51-CR-0011684-2020,Male,Black
MC-51-CR-0016745-2020,Female,Black
MC-51-CR-0013975-2020,Male,White
MC-51-CR-0014424-2020,Male,White
MC-51-CR-0022248-2020,Male,Black
MC-51-CR-0019905-2020,Male,White
MC-51-CR-0019595-2020,Male,Black
MC-51-CR-0021186-2020,Male,Black
MC-51-CR-0002219-2020,Male,White
MC-51-CR-0000178-2020,Male,Black
MC-51-CR-0004110-2020,Male,White
MC-51-CR-0013974-2020,Female,White
MC-51-CR-0011685-2020,Male,Black
MC-51-CR-0020128-2020,Male,Black
MC-51-CR-0016744-2020,Male,White
MC-51-CR-0014425-2020,Male,White
MC-51-CR-0022249-2020,Male,White
MC-51-CR-0006271-2020,Male,White
MC-51-CR-0006017-2020,Male,Black
MC-51-CR-0011873-2020,Male,Asian/Pacific Islander
MC-51-CR-0008268-2020,Male,Black
MC-51-CR-0014643-2020,Male,Black
MC-51-CR-0013782-2020,Male,White
MC-51-CR-0016522-2020,Male,White
MC-51-CR-0004376-2020,Male,Black
MC-51-CR-0018377-2020,Male,Black
MC-51-CR-0022895-2020,Male,White
MC-51-CR-0016108-2020,Male,White
MC-51-CR-0020764-2020,Male,Black
MC-51-CR-0022405-2020,Male,White
MC-51-CR-0008642-2020,Male,Black
MC-51-CR-0014269-2020,Male,White
MC-51-CR-0020992-2020,Male,White
MC-51-CR-0022663-2020,Male,Black
MC-51-CR-0008424-2020,Male,Black
MC-51-CR-0020502-2020,Male,White
MC-51-CR-0018111-2020,Male,Black
MC-51-CR-0007493-2020,Male,Black
MC-51-CR-0002633-2020,Male,White
MC-51-CR-0010067-2020,Male,Black
MC-51-CR-0010201-2020,Male,Black
MC-51-CR-0002455-2020,Male,Black
MC-51-CR-0000734-2020,Male,White
MC-51-CR-0012160-2020,Female,Black
MC-51-CR-0022662-2020,Male,Black
MC-51-CR-0008425-2020,Male,Black
MC-51-CR-0020993-2020,Male,Black
MC-51-CR-0018110-2020,Female,Black
MC-51-CR-0020503-2020,Male,Black
MC-51-CR-0016109-2020,Male,Black
MC-51-CR-0020765-2020,Male,Black
MC-51-CR-0022894-2020,Male,White
MC-51-CR-0018376-2020,Male,White
MC-51-CR-0022404-2020,Male,Black
MC-51-CR-0008643-2020,Male,Black
MC-51-CR-0014268-2020,Male,White
MC-51-CR-0002454-2020,Male,Black
MC-51-CR-0005595-2020,Male,White
MC-51-CR-0010200-2020,Male,Black
MC-51-CR-0005905-2020,Male,Black
MC-51-CR-0012161-2020,Male,Black
MC-51-CR-0000735-2020,Male,White
MC-51-CR-0007492-2020,Male,Black
MC-51-CR-0012307-2020,Male,Black
MC-51-CR-0007802-2020,Male,Black
MC-51-CR-0010066-2020,Male,Black
MC-51-CR-0002632-2020,Male,White
MC-51-CR-0001354-2020,Male,White
MC-51-CR-0006295-2020,Male,Black
MC-51-CR-0013500-2020,Male,Black
MC-51-CR-0011661-2020,Female,Black
MC-51-CR-0013990-2020,Male,Black
MC-51-CR-0003035-2020,Male,White
MC-51-CR-0014851-2020,Male,White
MC-51-CR-0004392-2020,Male,Black
MC-51-CR-0003253-2020,Male,Black
MC-51-CR-0011407-2020,Male,White
MC-51-CR-0013766-2020,Male,White
MC-51-CR-0001132-2020,Male,Black
MC-51-CR-0016956-2020,Male,White
MC-51-CR-0011897-2020,Female,Black
MC-51-CR-0021162-2020,Female,Black
MC-51-CR-0009044-2020,Male,Black
MC-51-CR-0015609-2020,Male,Black
MC-51-CR-0009222-2020,Male,White
MC-51-CR-0010839-2020,Male,Black
MC-51-CR-0019717-2020,Male,Black
MC-51-CR-0021304-2020,Male,Black
MC-51-CR-0017568-2020,Male,Black
MC-51-CR-0011406-2020,Female,Black
MC-51-CR-0003252-2020,Male,Black
MC-51-CR-0001133-2020,Female,Black
MC-51-CR-0016957-2020,Male,White
MC-51-CR-0011896-2020,Male,Black
MC-51-CR-0013767-2020,Male,Black
MC-51-CR-0013501-2020,Male,White
MC-51-CR-0001355-2020,Male,Black
MC-51-CR-0006294-2020,Female,Black
MC-51-CR-0013991-2020,Male,Black
MC-51-CR-0003034-2020,Male,White
MC-51-CR-0014850-2020,Female,White
MC-51-CR-0010838-2020,Male,Black
MC-51-CR-0015608-2020,Male,White
MC-51-CR-0021305-2020,Male,White
MC-51-CR-0017569-2020,Male,Black
MC-51-CR-0019716-2020,Male,Black
MC-51-CR-0019570-2020,Male,Asian/Pacific Islander
MC-51-CR-0021163-2020,Female,White
MC-51-CR-0009045-2020,Male,Black
MC-51-CR-0003707-2020,Male,Black
MC-51-CR-0016092-2020,Male,Black
MC-51-CR-0011153-2020,Male,Black
MC-51-CR-0006937-2020,Male,White
MC-51-CR-0013232-2020,Female,Black
MC-51-CR-0001466-2020,Male,Black
MC-51-CR-0020808-2020,Male,White
MC-51-CR-0001600-2020,Male,Black
MC-51-CR-0013054-2020,Male,White
MC-51-CR-0004830-2020,Female,Black
MC-51-CR-0014195-2020,Male,Black
MC-51-CR-0020498-2020,Male,Black
MC-51-CR-0011335-2020,Male,White
MC-51-CR-0003561-2020,Female,Black
MC-51-CR-0009776-2020,Male,White
MC-51-CR-0005668-2020,Male,White
MC-51-CR-0019243-2020,Male,White
MC-51-CR-0000858-2020,Male,White
MC-51-CR-0007999-2020,Female,Black
MC-51-CR-0021650-2020,Male,Black
MC-51-CR-0021436-2020,Female,Black
MC-51-CR-0009980-2020,Male,Black
MC-51-CR-0019025-2020,Male,Black
MC-51-CR-0009510-2020,Male,White
MC-51-CR-0013055-2020,Male,White
MC-51-CR-0004831-2020,Male,Black
MC-51-CR-0014194-2020,Male,Black
MC-51-CR-0020809-2020,Male,White
MC-51-CR-0001601-2020,Male,White
MC-51-CR-0003560-2020,Male,Black
MC-51-CR-0011334-2020,Male,Black
MC-51-CR-0020499-2020,Male,Black
MC-51-CR-0016093-2020,Female,Black
MC-51-CR-0011152-2020,Male,Black
MC-51-CR-0006936-2020,Male,Black
MC-51-CR-0003706-2020,Male,White
MC-51-CR-0001467-2020,Male,Black
MC-51-CR-0013233-2020,Male,Black
MC-51-CR-0019024-2020,Male,Black
MC-51-CR-0021437-2020,Male,Black
MC-51-CR-0009511-2020,Male,Black
MC-51-CR-0009777-2020,Male,White
MC-51-CR-0000859-2020,Male,White
MC-51-CR-0007998-2020,Female,Black
MC-51-CR-0021651-2020,Female,White
MC-51-CR-0005669-2020,Male,White
MC-51-CR-0019242-2020,Male,White
MC-51-CR-0008170-2020,Male,Black
MC-51-CR-0022337-2020,Male,Black
MC-51-CR-0020056-2020,Male,Black
MC-51-CR-0018445-2020,Male,White
MC-51-CR-0018623-2020,Male,Black
MC-51-CR-0004208-2020,Male,Black
MC-51-CR-0020230-2020,Male,Black
MC-51-CR-0008316-2020,Male,Black
MC-51-CR-0022151-2020,Male,White
MC-51-CR-0006169-2020,Male,Black
MC-51-CR-0010755-2020,Male,Black
MC-51-CR-0017694-2020,Male,Black
MC-51-CR-0015965-2020,Male,Black
MC-51-CR-0002101-2020,Male,Black
MC-51-CR-0000260-2020,Male,Black
MC-51-CR-0012434-2020,Female,Asian/Pacific Islander
MC-51-CR-0015793-2020,Male,Black
MC-51-CR-0012652-2020,Male,White
MC-51-CR-0017862-2020,Female,Black
MC-51-CR-0000006-2020,Male,Black
MC-51-CR-0002367-2020,Male,Black
MC-51-CR-0010533-2020,Male,Black
MC-51-CR-0020231-2020,Male,Asian/Pacific Islander
MC-51-CR-0018622-2020,Male,Black
MC-51-CR-0004209-2020,Male,Black
MC-51-CR-0006168-2020,Female,White
MC-51-CR-0008317-2020,Male,White
MC-51-CR-0022150-2020,Male,White
MC-51-CR-0008171-2020,Male,Black
MC-51-CR-0022336-2020,Male,Black
MC-51-CR-0018444-2020,Male,Black
MC-51-CR-0020057-2020,Male,White
MC-51-CR-0017863-2020,Male,Black
MC-51-CR-0000007-2020,Male,Black
MC-51-CR-0015792-2020,Male,White
MC-51-CR-0012653-2020,Male,White
MC-51-CR-0010532-2020,Male,Black
MC-51-CR-0002366-2020,Male,White
MC-51-CR-0015964-2020,Male,Black
MC-51-CR-0002100-2020,Male,White
MC-51-CR-0010754-2020,Male,Black
MC-51-CR-0017695-2020,Male,Black
MC-51-CR-0012435-2020,Female,Asian/Pacific Islander
MC-51-CR-0014361-2020,Female,Black
MC-51-CR-0006535-2020,Male,Black
MC-51-CR-0003795-2020,Male,Black
MC-51-CR-0004654-2020,Female,Black
MC-51-CR-0016000-2020,Male,Black
MC-51-CR-0016266-2020,Male,Black
MC-51-CR-0018019-2020,Female,Black
MC-51-CR-0004432-2020,Female,Black
MC-51-CR-0006753-2020,Male,White
MC-51-CR-0001692-2020,Male,Black
MC-51-CR-0014107-2020,Male,Black
MC-51-CR-0021834-2020,Male,Black
MC-51-CR-0012068-2020,Female,Black
MC-51-CR-0009582-2020,Male,White
MC-51-CR-0010309-2020,Female,Black
MC-51-CR-0018018-2020,Male,Black
MC-51-CR-0004433-2020,Male,White
MC-51-CR-0016267-2020,Male,Black
MC-51-CR-0003962-2020,Female,White
MC-51-CR-0014106-2020,Male,White
MC-51-CR-0006752-2020,Male,White
MC-51-CR-0006534-2020,Male,Black
MC-51-CR-0014360-2020,Female,Black
MC-51-CR-0001865-2020,Male,Black
MC-51-CR-0016001-2020,Male,Black
MC-51-CR-0003794-2020,Male,Black
MC-51-CR-0004655-2020,Male,Black
MC-51-CR-0012069-2020,Male,Black
MC-51-CR-0009583-2020,Male,White
MC-51-CR-0021835-2020,Male,Black
MC-51-CR-0009913-2020,Male,White
MC-51-CR-0010308-2020,Male,White
MC-51-CR-0011769-2020,Male,Black
MC-51-CR-0013898-2020,Female,Black
MC-51-CR-0014959-2020,Female,Black
MC-51-CR-0018847-2020,Male,Black
MC-51-CR-0008384-2020,Male,Black
MC-51-CR-0007333-2020,Male,Black
MC-51-CR-0015567-2020,Male,White
MC-51-CR-0017606-2020,Male,Black
MC-51-CR-0005052-2020,Male,Black
MC-51-CR-0012836-2020,Male,Black
MC-51-CR-0019479-2020,Male,Black
MC-51-CR-0002193-2020,Male,White
MC-51-CR-0005234-2020,Female,Black
MC-51-CR-0017460-2020,Male,Black
MC-51-CR-0015701-2020,Male,Black
MC-51-CR-0000094-2020,Male,Black
MC-51-CR-0007155-2020,Female,White
MC-51-CR-0010931-2020,Female,Black
MC-51-CR-0008385-2020,Male,Black
MC-51-CR-0013899-2020,Female,Black
MC-51-CR-0014958-2020,Male,Black
MC-51-CR-0011768-2020,Male,Black
MC-51-CR-0018846-2020,Male,Black
MC-51-CR-0013409-2020,Male,Black
MC-51-CR-0017461-2020,Female,Black
MC-51-CR-0005235-2020,Male,Black
MC-51-CR-0000095-2020,Male,Black
MC-51-CR-0007154-2020,Female,White
MC-51-CR-0010930-2020,Female,Black
MC-51-CR-0015700-2020,Male,Black
MC-51-CR-0015566-2020,Male,Black
MC-51-CR-0007332-2020,Male,Black
MC-51-CR-0005053-2020,Male,White
MC-51-CR-0012837-2020,Male,Black
MC-51-CR-0019478-2020,Female,Black
MC-51-CR-0002192-2020,Male,Black
MC-51-CR-0017607-2020,Female,Black
MC-51-CR-0022497-2020,Female,Black
MC-51-CR-0022807-2020,Male,Black
MC-51-CR-0020590-2020,Male,Black
MC-51-CR-0008826-2020,Male,White
MC-51-CR-0003469-2020,Male,Black
MC-51-CR-0018183-2020,Male,Black
MC-51-CR-0020900-2020,Male,Black
MC-51-CR-0001708-2020,Male,Black
MC-51-CR-0004938-2020,Male,Black
MC-51-CR-0005760-2020,Male,Black
MC-51-CR-0017134-2020,Male,Black
MC-51-CR-0000950-2020,Male,Black
MC-51-CR-0021758-2020,Male,White
MC-51-CR-0007891-2020,Male,White
MC-51-CR-0012394-2020,Female,Black
MC-51-CR-0015255-2020,Male,Black
MC-51-CR-0007401-2020,Male,Black
MC-51-CR-0007667-2020,Female,White
MC-51-CR-0005996-2020,Male,Black
MC-51-CR-0015033-2020,Male,Black
MC-51-CR-0002857-2020,Male,Black
MC-51-CR-0009418-2020,Male,Black
MC-51-CR-0017352-2020,Male,Black
MC-51-CR-0010293-2020,Male,Black
MC-51-CR-0009888-2020,Male,White
MC-51-CR-0005506-2020,Male,Black
MC-51-CR-0003468-2020,Male,White
MC-51-CR-0018182-2020,Male,Black
MC-51-CR-0020591-2020,Male,Black
MC-51-CR-0004939-2020,Male,Black
MC-51-CR-0020901-2020,Male,Black
MC-51-CR-0001709-2020,Female,Black
MC-51-CR-0022496-2020,Female,Black
MC-51-CR-0022806-2020,Male,Black
MC-51-CR-0002856-2020,Male,Black
MC-51-CR-0009419-2020,Male,Black
MC-51-CR-0007666-2020,Male,Black
MC-51-CR-0005507-2020,Male,Black
MC-51-CR-0017353-2020,Male,White
MC-51-CR-0010292-2020,Male,Black
MC-51-CR-0017135-2020,Female,Black
MC-51-CR-0000951-2020,Male,Black
MC-51-CR-0021759-2020,Male,Black
MC-51-CR-0007890-2020,Female,Black
MC-51-CR-0005761-2020,Female,Black
MC-51-CR-0007400-2020,Male,Black
MC-51-CR-0012395-2020,Female,Black
MC-51-CR-0015254-2020,Male,Black
MC-51-CR-0016732-2020,Female,Black
MC-51-CR-0013902-2020,Male,Black
MC-51-CR-0004166-2020,Male,White
MC-51-CR-0006207-2020,Male,Black
MC-51-CR-0008078-2020,Male,Black
MC-51-CR-0014453-2020,Male,White
MC-51-CR-0013592-2020,Male,White
MC-51-CR-0014635-2020,Male,Black
MC-51-CR-0022059-2020,Male,Black
MC-51-CR-0011805-2020,Male,Black
MC-51-CR-0006061-2020,Male,Black
MC-51-CR-0020338-2020,Female,Black
MC-51-CR-0011495-2020,Male,Black
MC-51-CR-0016554-2020,Female,Black
MC-51-CR-0000368-2020,Male,Black
MC-51-CR-0019973-2020,Female,Black
MC-51-CR-0002009-2020,Male,Black
MC-51-CR-0019785-2020,Male,Black
MC-51-CR-0021396-2020,Female,Black
MC-51-CR-0011804-2020,Male,Black
MC-51-CR-0006060-2020,Male,White
MC-51-CR-0014634-2020,Male,Black
MC-51-CR-0022058-2020,Male,Black
MC-51-CR-0011494-2020,Female,Unknown/Unreported
MC-51-CR-0020339-2020,Female,Black
MC-51-CR-0016555-2020,Female,Black
MC-51-CR-0004301-2020,Male,White
MC-51-CR-0013903-2020,Male,Black
MC-51-CR-0016733-2020,Male,Black
MC-51-CR-0008079-2020,Male,Black
MC-51-CR-0014452-2020,Male,White
MC-51-CR-0013593-2020,Male,White
